title,datetime,raw_txt
"Man molests minor girl, attempts to rape neighbour, booked",2018-05-17T07:42:00+05:30,"GURUGRAM: A man, in his 30s, first molested a minor and then attempted to   a woman in a village of   area (Sector 50) in the early hours of Wednesday.

 
 Later, the man allegedly also tried to steal mobile phones and cash from a jhuggi just outside the village but escaped when residents raised an alarm.
 
 Police said the 5-foot-6inch-tall man with fair complexion was caught on CCTV cameras installed in the area. 
 
 “He was wearing a black t-shirt and black shorts. A search operation was conducted in the area on Wednesday morning but no one has been arrested so far,” said Yoginder Singh, a local resident.
 
 A case has been registered against an unknown man under sections 354 (assault or criminal force to woman with intent to outrage her modesty), 452 (house-trespass after preparation for hurt, assault or wrongful restraint), 323 (punishment for voluntarily causing hurt) and 506(criminal intimidation) of the IPC at Sector 50 police station.
 
 According to the residents, the man, apparently in an inebriated state, first pounced on a seven-year-old girl who was sleeping outside her house and dragged her to an adjoining house around 3am. 
 
 There, he undressed her and allegedly attempted to rape her.
 
  But the girl managed to escape from his clutches. The girl ran back to her house and informed her parents.
 
 In the meantime, the girl’s father heard a woman screaming for help from an adjacent house. He rushed to her help. Some local people also woke up after hearing the woman’s cry and gathered at the spot.
 
 “The woman told us a man, about 30 years old, barged into her house and asked her to undress. When she resisted, he took out a knife. She then started shouting and the man fled the scene,” said a senior officer from Sector 50 police station.
 
"
Four held in gang rape case,2018-05-17T06:37:40+05:30,"PATNA: Four persons were arrested on Tuesday in a 32-year-old woman’s gang rape for two consecutive days after making her husband captive inside a poultry farm at   under the   police station area in   district on Saturday and Sunday.

 Punpun police station SHO Alok Kumar said the arrested youths were identified as   (47), Rajkumar Giri (30),   (30) and Rajeev Kumar (25). He said eight persons were involved in the crime. The couple worked as daily wagers at the farm and the matter surfaced after the survivor and her husband approached the police Monday night.
 
 “Prasad is the poultry owner and a prime accused in the case,” the SHO said. Police sources said Harendra Giri, Lallan Kumar, Sanjeev Kumar and Sunny Kumar were still evading arrest. He said Prasad and other accused tried to pressurise the survivor and her husband not to contact police and settle the matter with them.
 
 “However, the couple approached the police on May 14 night and an FIR was lodged against seven persons, including Prasad,” sources said. Prasad and the survivor’s husband came to know each other in Patna and the latter was offered to work at his firm. “On Prasad’s advice, the husband also brought his wife to the farm almost two months back,” sources said.
 
 On May 12 night, two of the accused dragged the woman out of her room while she was sleeping with her husband and raped her in an open area. “After she returned, three more accused raped her inside the room. The next morning, three more accused raped her again,” sources said.
 
 
"
"Rape survivor turns hostile, court orders recovery of compensation",2018-05-17T18:59:43+05:30,"JABALPUR/BHOPAL: In a landmark judgement, a single-judge bench of   has directed district magistrate of   district to recover the amount of compensation from a minor girl, who had lodged an FIR against a man accusing him of rape but later backed out during court trial.

 
 While ordering the release of the accused in the case on bail, the bench of Justice S K Palo said “Before parting with the order, it would be appropriate to hold that, if any compensation has been given to the prosecutrix (complainant) under the Prevention of Atrocities against SC/ST A ct, 1989, by the state government, the same may be recovered from her. Copy of the same be sent to district magistrate, Sagar for recovery of the amount. “ 
 
 A separate provision included in Prevention of Atrocities against SC/ST Act in April, 2016, provides for monitory compensation of Rs five lakh in case a woman/girl from these communities is raped even if the trial doesn’t end in conviction of the accused.
 
 In the case in question, the accused, Jitendra Patel had appealed in the high court for bail. Patel is a minor according to age determined by the special judge but was being tried as an adult keeping in view nature of the offence.
 
"
14-year-old who got pregnant was raped by 2 brothers on Holi,2018-05-17T07:18:00+05:30,"CHANDIGARH: Two brothers raped the 14-year-old girl whose pregnancy was aborted last month on the night of Holi on March 2, police said on Wednesday after arresting them.

 The two had overpowered the girl when she was going to answer the call of nature, took her to an isolated place and allegedly raped her, said Sector 31 station house officer  . A local court sent the two accused in 14-day judicial custody.
 
  
  
 
 
 The assault had come to light one-and-a half months after the incident, when the girl complained of pain in her abdomen and her parents rushed her to Government Multi-specialty Hospital, Sector 16, for check-up. Doctors found the girl pregnant and informed the police. Initially, the girl’s parents were unwilling to lodge a complaint, but changed their mind later.
 
 Police on April 23 registered a case under Section 376 (rape) of the Indian Penal Code (IPC) and under Sections of POCSO Act. The family had requested for abortion. After taking legal opinion, doctors carried out the abortion last month.
 
 On May 13, the Sector 31 police registered a case against unknown persons for raping a 14-year-old girl. The case had come to light when the girl got six months pregnant. When she had complained of pain in her abdomen to her parents, they rushed her to Government Multi-specialty hospital, Sector 16, where she delivered a stillborn baby girl in the parking area. Doctors reported the matter to Sector 31 police station. The girl is still under observation of doctors. Police sources said the accused has been identified and would be caught soon.
 
 February 2 | A 21-year-old salesman was arrested for allegedly raping a 12-year-old girl. The accused had confessed of assaulting more children.
 
 July 2017 | Police arrested two maternal uncles for raping a 10-year-old girl. Later, the girl had delivered a baby girl in a city hospital.
 
 
"
Unnao rape: CBI gets 3-day remand of accused cops,2018-05-17T23:28:00+05:30,"LUCKNOW: A special   on Thursday gave three-day remand of station house officer Ashok Singh Bhadauriya and sub-inspector Kamta Prasad Singh of Makhi police station to CBI. 

 The duo were arrested in connection with the  . 
 
 Passing the order, special judicial magistrate (CBI) Vineeta Singh fixed May 21 for hearing of bail pleas filed by the accused. 
 
 The two were booked on Wednesday for falsely implicating the survivor’s father under Arms Act at the behest of BJP MLA   and his aides. Sengar is the prime accused in the case and is already in jail. 
 
 According to the survivor, some miscreants forcefully entered into her house and thrashed his father brutally in front of his family members on April 3, 2018. The family lodged a complaint with the Makhi police station. The associates of MLA also lodged a counter FIR. 
 
 The police booked survivor's father u/s 323, 504, 506 IPC and also added sections of the Arms Act against him. He was arrested and sent to jail where he died on April 9.
 
 The case was later handed over to the   which arrested Sengar and his aides.
 
"
Man held for assaulting and raping minor from Bhosari,2018-05-17T23:33:43+05:30,"Pune: A 22-year-old man from Moshi was arrested on Wednesday for assaulting and raping his minor friend. 

 The attack happened late on Tuesday night outside the girl’s house in Bhosari. The suspect dragged her outside her house and assaulted her on the throat with a sharp weapon, said an officer of the Bhosari police. The 17-year-old girl suffered minor injuries to her throat.
 
 The suspect has been arrested under IPC sections 376, 354, 354-D, 324 and 452 and relevant sections of the Protection of Children from Sexual Offences (POCSO) Act.
 
 The officer said the two used to be friends. About five months ago, the man took the girl to a lodge and raped her. “Shocked by the incident, she started avoiding him and stopped talking to him,” the officer said.
 
 The man still continued harassing the girl. He was stalking her and would try to contact her. “Late on Tuesday night, he forcibly entered the girl’s house and started abusing her,” the officer said.
 
 When the girl’s father told him to leave, the man abused him as well. He then dragged the girl outside her house and beat her up. “The suspect then assaulted the girl on her throat with a sharp weapon and fled,” the officer said.
 
 The officer said she lodged a police complaint on Wednesday. “Our probe is on,” he said.
 
 
"
"Watchman, 2 friends kidnap 15-year-old girl, rape her",2018-05-18T02:53:16+05:30,"KALYAN: An SSC student from   was allegedly drugged and kidnapped by a 25-year-old   and his two friends and taken to an isolated spot where the watchman raped her after threatening to kill her younger sister. 

 
 The Tilak Nagar police are looking for the main accused, Lokraj Thapa (25), and his two friends.
 
 The incident took place on Monday night, but the   confided in her parents only on Wednesday as she was worried about her sister. Her parents then approached the Tilak Nagar police who registered a case of kidnapping and   against the three men. 
 
 Thapa, who resides with his family in Dombivli, lives at a short distance away from the teenager’s house.
 
 The police said on Monday, around 9.30pm, the girl was walking to a medical store when Thapa accosted her. She claimed he made her smell something, knocking her unconscious. The police said Thapa, with the help of his friends, carried her to a car and drove to an isolated spot. In her police statement, the girl said while the two friends left, Thapa threatened to kill her younger sister and raped her. 
 
 Senior inspector Narayan Deshmukh of the Tilak Nagar police station said, “We have formed two teams to nab the three accused.”
 
"
"Duo try to rape 2 girls, aged 3 and 6, together",2018-05-17T12:26:07+05:30,"LUDHIANA: Two men in their early 20s were arrested on Wednesday for allegedly attempting to   together two minors, aged three and six, in a village near here.

 The accused and the minors live in the same building, whose owner has leased out small rooms on rent. The accused hail from Nepal. While one of them is aged 22 and works as a waiter for a caterer, the other is aged 20 and is a cook with the same employer.
 
 The duo were caught in the act, after the mother of the six-year-old girl raised the alarm and neighbours broke open the door of their room. In her police complaint, the woman alleged that she was cooking dinner around 9.30pm on Tuesday when she noticed that her daughter was not around.
 
 As she stepped out of the room, she noticed the 20-year-old accused rushing into his room. When she tried to open the door of his house, it was locked from inside. She then informed neighbours, who broke the door.
 
 She alleged that they saw the two accused trying to separately rape each of the minors. The duo, however, managed to force their way out of the crowd that had gathered at that time.
 
 The woman then informed the police, following which the accused were charged with sections 376 (rape), 511 (attempting to commit offences punishable with imprisonment for life), and 34 (acts done by several persons in furtherance of common intention) of the Indian Penal Code (IPC) and under sections 7 and 8 of the Protection of Children from Sexual Offences (POCSO) Act.
 
 The investigating officer (IO), assistant sub-inspector  , said they arrested the duo near a petrol pump on  . “We will get the accused medically examined at the civil hospital here. The girls were not examined as their families did not want them to go undergo them,” she said. “We have counselled the kids. The older on studies in nursery.”
 
 
"
"Rape accused chained to railway track, loses hand",2018-05-18T10:48:33+05:30,"KANPUR: A 32-year-old rape accused lost one hand after he was abducted and chained to railway tracks in   area in   late Tuesday night.

 
 The crime came to light on Wednesday and the man was identified as   Kumar.
 
 Sources said that Santosh was accused of raping a 13-year-old girl in his village.
 
 A case was registered against him under sections 376, 452, 506 and POCSO Act after the girl’s mother lodged a complaint on May 8.
 
 Police said that Santosh had been harassing the minor girl since long.
 
 He barged into her home on May 8 and raped her. “When the girl’s mother lodged a complaint, police registered an FIR. Santosh went underground fearing police action,” said additional SP Bansh Raj Singh Yadav.
 
 Santosh’s family members alleged that the rape survivor’s father, uncle and an aide abducted him and took him to   rail section in Kulpahar and tied him to the rail tracks.
 
 Santosh told police that the trio grabbed him from the outskirts of the village on Tuesday night and dragged him to the rail tracks on Jhansi-Manikpur rail section.
 
 “They chained his left hand to the track. Soon, a
 
 train arrived and severed it,” the ASP said. The three assailants fled from the spot.
 
 Locals arrived at the spot on hearing Santosh’s screams and alerted the police control room. Police admitted him to district hospital from where he was later referred to  .
 
 “We have lodged a case under sections 363, 307 and 326 against the girl’s father, uncle and one unidentified person. They are all on the run,” said an officer privy to the investigation.
 
 
"
One booked for raping 21-year-old on pretext of marriage,2018-05-18T10:18:14+05:30,"PATIALA: The police have booked a man for raping a 21-year-old girl of  , who has alleged that accused had sexually abused her for a long time on the pretext of marriage. She alleged that the accused, who hails from Haryana and was living in  , and friendly relations with her. He had later reportedly proposed marriage.

 According to the victim, the accused took her to a hotel where he raped her. The case was registered after a thorough investigation by the police. The girl had filed a complaint in 2016. However cops failed to register the case after which the 21-year-old lodged a complaint with the senior superintendent of police (SSP), who marked an investigation to Patiala DSP. The inquiry was conducted in which it was found that the accused had sexually assaulted the victim on pretext of marriage. 
 
 A cop investigating the case said, “A case has been registered after we got orders from the SSP as the probe report was submitted by the DSP recently. We will form teams to nab the accused. We are hopeful of getting further inputs once he is in police net. The girl had alleged that the accused took her to different hotels in Patiala where he raped her on the pretext of marriage.”
 
 
"
"Rape survivor turns hostile, HC directs recovery of relief",2018-05-18T11:16:51+05:30,"JABALPUR/BHOPAL: In perhaps a first decision of its kind in the country, a single-judge bench of   high court on Wednesday directed the district magistrate of Sagar, to recover the compensation awarded to a minor girl, who had lodged an FIR against a person accusing him of rape, but later backed out during the trial.

 
 While ordering the release of the accused on bail, the bench of Justice S K Palo said, “Before parting with the order, it would be appropriate to hold that, if any compensation has been given to the prosecutrix (complainant) under the Prevention of Atrocities against SC/ST Act, 1989, by the state government, the same may be recovered from her. Copy of the same be sent to district magistrate, Sagar for recovery of the amount.”
 
 A provision included in Prevention of Atrocities against SC/ST Act in April, 2016, provides for compensation of up to Rs five lakh in case a woman from these communities is raped even if the trial does not end in conviction of the accused. The accused had moved the high court with an appeal for bail after the lower courts rejected it twice. Accused is also a minor, according to age determined by the special judge.
 
 
 
 
 He was being tried as an adult in view nature of the offence. According to prosecution story, the complainant along with her aunt had gone to attend the call of nature when the accused sexually assaulted her. When she shouted, her sister and aunt came to the spot while the accused fled.
 
 After an FIR was lodged, police registered a case and following investigation, a charge-sheet under sections 376 (2) and 506 of the IPC, section 3 (1) (b) (ii) and 3 (2) (5) of the Prevention of Atrocities against SC/ST Act and sections 3 &4, 7 &8 of the POCSO Act was filed against the accused in the court.
 
 He pleaded with the high court that witnesses in the case including the complainant turned hostile and therefore, he be granted bail. The prosecution opposed the bail stating that the FIR was lodged by rape survivor herself and medical test carried out after the FIR also proved to be positive.
 
 The court, however, noted that not only the witnesses have turned hostile in the case, but the judge trying the case has determined age of the accused less than 18 years while the complainant has stated in the court that age of the perpetrator was about 30 years. The court, in view of the facts of case, while allowing the bail plea also directed the district collector to recover the compensation amount from the complainant, if she was paid any.
 
"
17-year-old held in Alwar for raping minor,2018-05-18T12:45:53+05:30,"ALWAR: The Ramgarh police in   have detained a 17-year-old boy for allegedly raping a minor girl. According to the police, the matter came to light when the minor girl, also aged 17, reportedly complained of pain and was rushed to a hospital in   where she was examined by doctors and declared pregnant. A zero FIR was sent from Haryana to Alwar following which the local police detained the minor.

 The police also recorded the girl’s statement and found out that the minor boy is the brother-in-law of her elder sister. The girl alleged in her statements that on March 20, the boy raped her while she was in the kitchen of her sister’s house. She also said that the boy threatened to kill her family too.
 
 “A zero FIR had come to us from   in Haryana. As soon as we received the FIR, we detained the minor identified in the complaint and took him to the correction centre,” said ASP Anil Beniwal.
 
 The Alwar police said that the girl is about one month pregnant. “She had been complaining of pain in the stomach for past few days. Her parents sent her to Gurugram at their relatives house for the treatment,” an official said, adding that the doctors examined her following which she was found to be pregnant.
 
 After the doctors informed the parents, they filed an FIR against the minor boy. “We have booked the minor under the relevant sections of the IPC and POCSO Act. A case has been filed against him,” the official said, adding that the medical examination of the girl was also conducted.
 
 The family has been in shock ever since the matter came to light, they immediately filed the FIR in Gurugram after the doctors informed them about their daughter’s pregnancy.
 
 
"
Man gets 7 years for raping minor daughter,2018-05-18T04:37:23+05:30,"MUMBAI: A special Protection of Children from Sexual Offences ( ) Act court on Thursday convicted and sentenced a man to seven years   for sexually assaulting his minor daughter. 

 
 Her mother told the court that at the time of the incident in July 2015, the child was eight. She said she lived in the house with her husband and two children. The woman said that while her husband was jobless and an alcoholic, she worked as a   at homes. She stated that while she worked at one home in the morning and through the day, she worked at another at night.
 
  She said that on July 3, 2015, when she returned from work in the afternoon, she saw that her husband was drunk and her daughter was crying. The mother said that when she asked the reason, she told her that her father had sexually assaulted her at night.
 
  The woman said she took her daughter to her mother's house and returned to work. She said that when her brother returned home in the evening, they went to the police station and lodged a complaint. 
 
  The child deposed in court and iterated her ordeal.
 
"
Cannes 2018: Twitter condemns Kangana Ranaut and Jim Sarbh's rape joke,2018-05-18T12:03:51+05:30," has been one of the most coveted film festivals around the world and the Indians participating in the French Riviera have always made the country proud. This year, several   celebrities walked down the red carpet leaving a mark of their presence.   made her debut at the Cannes Film Festival this year, and there were no doubts about her bold choices and sizzling red carpet avatars.

 
 While everyone has been all praise for the ‘Queen’ of Bollywood, recently a video of hers along with ‘Padmaavat’ actor   did the rounds on social media, which received immense flak. In the video, the two are seen cracking a joke revolving around rape, which made Twitterati call them oblivious and hypocrites.
 
 
 In the video that surfaced late Thursday, Jim is heard saying, “I’d rather be raped by 12 prostitutes than touch alcohol and the Punjabi says, ‘Me too, I didn’t know that was an option.” As Jim completes his ‘joke’, Kangana is seen cracking up along with the rest of the party. The video appears to be from an after-party at Cannes.
 
 Kangana is known for her upfront attitude and her opinions on women empowerment. She has always carefully weighed her words before speaking them out in the open. However, this reaction of hers to Jim’s joke on rape left her fans aghast. Here’s how some of the Twitter users reacted after watching the video.
 
 
  
  
 
 
 
  
  
 
  
  
 
  
  
 
 
  
  
 
 
  
  
 
 
  
  
 
 
  
  
 
"
"15-year-old girl raped, murdered by brother-in-law",2018-05-18T13:11:51+05:30,"RAMPUR: A 15-year-old girl was raped and murdered allegedly by her brother-in-law in a village under Bilaspur tehsil on Wednesday evening. The girl was alone at home when she was brutalized, police said. An FIR has been lodged against the accused, who is absconding.
 
  On their return, victim’s family found her body lying on the floor. They informed the police who sent the body for post-mortem.
  
  Suprintendent of police   told TOI that the accused has been identified as Shameem, a resident of a nearby village. He is the husband of the victim’s sister. He took advantage of the girl being alone at home and allegedly raped her. When she resisted, the accused smashed her face with bricks and fled from the spot.
  
  An FIR has been registered against him and a hunt launched to arrest him.
"
Man rapes 12-yr-old daughter for months,2018-05-20T18:56:02+05:30,"Gurgaon: A 38-year-old man was arrested in Manesar on Friday night for allegedly raping his 12-year-old daughter repeatedly for months.

 Police said the man was picked up after his second wife and the girl’s stepmother caught him red-handed in the act and lodged a complaint. Later, the girl told cops that her father had forced himself on her by saying “every father does the same to his daughter”. She also alleged he had been physically abusing her for the past six months.
 
 The girl is the eldest of the two children from the man’s first wife, who currently lives in Bihar. The girl, on the other hand, lived with her father, who worked as a labourer in a factory at IMT-Manesar, stepmother, younger brother and two step-siblings in Pataudi.
 
 On Wednesday, when the stepmother, who works as a maid in the same area, returned home around 12.30pm, she found the father in a compromising situation with his daughter. While he immediately fled the house, the girl later confided in her stepmother how the father had been abusing her regularly.
 
 He stayed away from home the entire day. Eventually when he returned home on Thursday, the stepmother asked him to stay away from his daughter. But he refused to budge and allegedly tried to abuse his daughter again, this time in the presence of the stepmother. The woman then dialed 100 and called police, who arrested the man on Friday night.
 
 “I was shocked when my stepdaughter told me that her father had been raping her for the past six months. He had even threatened to kill her if she told anyone about the same,” the stepmother said in her complaint.
 
 After receiving the complaint, police took the girl to hospital for a medical examination where doctors confirmed  . An FIR has been registered against the man under section 6 of the Protection of Children from Sexual Offences Act (POCSO Act), 506 (criminal intimidation) of the IPC at Women police station, IMT-Manesar.
 
 The girl was produced in a city court for recording her statement on Saturday. Her father was also produced in the court that remanded him in judicial custody.
 
 “The girl had kept mum all these while as she was in fear. But her stepmother caught the father red-handed and informed police,” said inspector Poonam Singh, SHO, Women’s police station, IMT-Manesar.
 
 Gurgaon: A 38-year-old man was arrested in Manesar on Friday night for allegedly raping his 12-year-old daughter repeatedly for months.
 
 Police said the man was picked up after his second wife and the girl’s stepmother caught him red-handed in the act and lodged a complaint. 
 
 Later, the girl told police her father had forced himself on her by saying “every father does the same to his daughter”. 
 
 She also alleged he had been physically abusing her for the past six months.
 
 The girl is the eldest of the two children from the man’s first wife, who currently lives in Bihar. The girl lived with her father, who worked in a factory at IMT-Manesar, stepmother, younger brother and two step-siblings in Pataudi. On Wednesday, when the stepmother, who works as a maid, returned home around 12.30pm, she found her husband in a compromising situation with the girl. While he immediately fled the house, the girl confided in her stepmother how her father had been abusing her regularly. He stayed away from home the entire day. 
 
 Eventually, when he returned home on Thursday, the woman asked him to stay away from his daughter. But he refused to budge and allegedly tried to abuse his daughter again in the presence of the stepmother. The woman dialled 100 and called police, who arrested the man on Friday night. “I was shocked when my stepdaughter told me that her father had been raping her for months. He had even threatened to kill her if she told anyone about the same,” she said in her complaint on Friday.
 
 After receiving the complaint, police took the girl to hospital for a medical examination. Doctors confirmed rape. 
 
 An FIR has been registered against the man under section 6 of the Protection of Children from Sexual Offences (POCSO) Act and section 506 (criminal intimidation) of the IPC at Women police station, IMT-Manesar.
 
 The girl was produced in a city court for recording her statement on Saturday. 
 
 Her father was also produced in the court that remanded him in judicial custody.
 
 “The girl had kept mum all these while as she was scared. But her stepmother caught the father red-handed and informed police,” said inspector Poonam Singh, SHO, women’s police station, IMT-Manesar.
 
 
"
Let's talk about TEENAGE PREGNANCY: 3 laws every teen must know!,2018-05-18T15:30:09+05:30,"While the US is observing May as its  , India probably is still not doing its part. When it comes to  , the country is still hushing mouths and staying tongue-tied. Sadly, it is not just about the people. You will be dismayed to know that according to the capital L of the country, a sexual encounter of a minor girl, willing or not, is considered sexual assault notwithstanding her choice! To get a clearer account of where the legal provisions stand at present in our country when it comes to teenage pregnancy, we got in touch with  , advocate, Supreme Court of India. Here's the lowdown of what he had to say.

 
 
 
 The problem with the idea of consent is that a woman if not a major is not eligible to give her consent when it comes to sexual activity, says Nipun. The idea of a consenting major is different from the idea of a major. The law changed after the Nirbhaya gangrape case as earlier the age was set at 16, he explained, which was then the age bar for a consenting major. However, the matters got murkier as post that, the age has been revised to 18. ""Even though you may have given your consent for a sexual activity, it will be considered   if you are below 18,"" Nipun said.
 
 
 
 It wasn’t just the idea of consent that witnessed a change. It was also the definition of rape. Earlier, only penetration fell under the definition. “However now, the new law says that any form of sexual contact, fingering, oral sex, etc., will also fall within the definition of rape,” he said.
 
 
 
 If a female is pregnant and she is a minor, then as per the law of Medical Termination of   section 3, sub clause 4, she does not have the right to terminate the foetus, said Nipun. A minor pregnant will need the consent from her legal guardian to be able to get under the knife.
 
 
 
 “However, even this clause gets problematic when we come to the subject of child marriage.” In a step that empowers women, law had decided that marriages in the age frame of 15 to 18 years are considered voidable. This means that the woman holds the right to nullify the marriage when she attains majority,” Nipun explained. However, what about a pregnancy that may ensue in that time? While the age of a consenting female has been raised to 18, the law has not been revised in case of a married minor girl. The Child Marriage Restraint Act has given the right to consent post 16 years to women. So, this two-year discrepancy raises another milieu of problems. 
 
 “Now, even for a married minor girl who gets pregnant and also has the legal right to consent because she is over 16, she can NOT get aborted without the permission of her legal guardian,” Nipun told.
 
 One cannot help but ask how toppled this sense of empowerment is!
 
 
 
 “I think there is one drastic mistake that the law has made, which is the increase in age of consent from 16 years to 18 years. I think when the woman attains the age of 16 years, she is perfectly capable of making her own decision. If you only relegate the law to its former self, that is reduce the age to 16, then the law is fine,” said Nipun. 
 
 
"
Man in Pocso net as 17-year-old rape survivor delivers baby,2018-05-21T04:03:35+05:30,"MUMBAI: The mother of a 17-year-old girl filed a rape case against a 20-year-old youth for raping her daughter, which resulted in she getting pregnant.

 The case was registered after the survivor delivered a girl on Wednesday.   police have invoked sections of Prevention of Children from Sexual Offences ( ) Act against the accused.
 
 The 37-year-old beauty parlour owner approached a police station near   and narrated her daughter’s ordeal. She told them her daughter had delivered a baby on May 16. She claimed her daughter was taken to the tetrapods at Marine Drive and raped by the accused last September. The survivor has given police the youth’s first name description and details.
 
 A police officer said she had been to Bandra and   with him. “But they mentioned Marine Drive as the crime scene so police registered a case and transferred it to Marine Drive police,” said an officer.
 
 Marine Drive police are going through call data records of the accused and others connected to him. “We will soon track him down,” added a senior police officer, adding, “The survivor and accused were in love and would go to   and Santacruz frequently.
 
 The girl had been telling her family that she was suffering from stomach pain but they ignored it and later learnt she was pregnant,” added the officer. The youth has been booked under section 376 (rape) of IPC and sections 4 (punishment for penetrative sexual assault), 8 (punishment for sexual assault) and 12 (sexual harassment) of Pocso Act. The punishment under section 4 of Pocso is not less than 7 years which may extend to life imprisonment.
 
"
"Two prevent auto rape rerun, nab drunk driver",2018-05-21T07:40:00+05:30,"CHANDIGARH: A 27-year-old woman returning from a nightclub in Sector 35 escaped a bid to   her in Sector 43 in the early hours of Saturday in an incident that could have ended up as last year’s   gang rape case had it not been for two brave men.

 
 
  
 
 The woman who was attending a party came out of the club around 2.45am and boarded an auto.  , the driver, took a U-turn from the Sector 35-43 roundabout instead of going towards her destination in Sector 42, said Ranjodh Singh, station house officer, Sector 36. He stopped the vehicle on the slip road in Sector 43 and started molesting her. The woman somehow freed herself from his clutches, came on to the footpath and started screaming for help.
 
 A CTU bus driver,   Thakur, and conductor Ravinder Singh were taking the bus to Sector 43 bus stand when they heard the woman’s cries for help. When they reached near the spot, they found the 26-year-old accused holding the woman by her hair. They alighted from the vehicle and caught hold of the accused, who was drunk. Both informed the police. In five minutes, a PCR (police control room) vehicle and cops from Sector 36 police station reached the spot. Mohit and Ravinder handed over the accused to the cops. His medical examination confirmed he was under the influence of liquor. Police said the accused, a resident of Attawa in Sector 42, was not the owner of the auto. He had borrowed the vehicle. He worked with caterers in the area and was an alcoholic, police said.
 
 Police arrested the accused under Sections 376/511 (attempt to rape), 354 (sexual harassment) of the Indian Penal Code (IPC). Accused would be produced in the local court on Monday.
 
 On November 17 last year, a woman had taken an auto after attending her stenography class from Sector 37. The driver allegedly drove her to an isolated place in Sector 53, instead of taking her to  . Three persons had allegedly raped her.
 
 
"
Kathua rape-accused student forged signature to create alibi,2018-05-21T02:16:52+05:30,"JAMMU: Forensic evidence received by J&K crime branch on Sunday in the   and murder revealed that   had forged signatures on an exam attendance sheet that ""he had signed"" in Meerut. 

  Crime Branch sources said the forensic report received from the Central Forensic Laboratory said the signatures on the exam attendance sheet did not match with Jangotra who had claimed to have signed the exam attendance sheet in Meerut to prove that he was not guilty after he was accused by the investigators of being part of the heinous crime. 
 
  The crime branch had all along been claiming that Jangotra's signatures had been forged by his friends in Meerut to create an alibi and suspect that someone from the university had allowed the accused to write his answer sheet after the exam was over on January 15. It has now summoned three friends of the accused to be present before the investigators in Jammu on Monday. 
 
  Jangotra had claimed that he had appeared in an exam in Meerut on January 15, while the crime branch chargesheet said he was present in Rasana village of Kathua when the crime was committed. The investigators also suspect that the accused had visited an ATM and was seen looking at the camera to create an alibi for himself. Eight persons, including a cousin of Vishal Jangotra, another local friend of Vishal, two special police officers, a head constable and a sub-inspector of J&K police have been named as accused in the crime. IANS 
 
 
"
21-year-old rape accused flees from Sassoon hospital,2018-05-21T07:44:27+05:30,"PUNE: A rape accused, who had been admitted to the Sassoon General Hospital for treatment of a psychiatric disorder, escaped on Sunday morning.

 
 The suspect   (21), a resident of  , had been behind bars at the Yerawada Central Prison for the past two years. Lonare had been admitted to ward number 26 at the hospital.
 
 
  
 
 Sub-inspector   of the   police station told TOI that Lonare had been admitted to the hospital on May 18. Four guards from the police headquarters were deployed near Lonare’s bed. “On Sunday morning, two of the four guards stepped outside the ward to have a cup of tea, whereas one had gone to the washroom,”   said.
 
 According to Pachpute, the guard present near Lonare had locked his handcuff to the bed. “Upon noticing that the guard’s attention was not towards him, Lonare managed to pull out his hand from the handcuff and escaped from the hospital,” Pachpute said.
 
 When the guards finally noticed that Lonare was not on his bed, they looked for him across the wards as well as the hospital premises. Later, one of the guards M M Nikam lodged a complaint against Lonare with the Bund Garden police station. 
 
 Lonare has been booked under Section 224 (escaping from lawful custody) of the Indian Penal Code (IPC).
 
 Pachpute said that the Kondhwa police had arrested Lonare in 2015 under charges of Section 376 (rape) of the IPC. “Ever since his arrest, Lonare had remained in the prison,” Pachpute shared.
 
 An officer from the city police said that for the past few days Lonare had been suffering from a psychiatric disorder. However, earlier, he was being treated at the jail hospital. “On May 18, Lonare was shifted to the Sassoon hospital,” the officer said.
 
 
"
40-year-old man booked for raping & blackmailing newly-wed relative,2018-05-21T07:52:40+05:30,"PUNE: A 40-year-old man was booked for raping a 20-year-old newlywed relative and blackmailing her by taking obscene photographs. 

 According to the complaint, the woman was raped multiple times between May 3 and 12 at the woman’s house at   in  . She later informed her relatives, who told her to lodge a complaint. 
 
 “On May 3, the suspect went to the woman’s house. After finding her alone, he raped her and also took compromising photos of her on his phone,” said an officer from   police.
 
 The accused used the photos to blackmail and rape her till May 12. 
 
 “He threatened to forward the photographs to her husband. On Saturday, she told her husband and then lodged a complaint,” the officer said. 
 
 The suspect has been booked under   sections 376 (rape) and 506 (criminal intimidation). 
 
 
 
 
 A 23-year-old man was booked for raping a 22-year-old woman for seven years on the promise of marriage. 
 
 A   police officer said the accused has been booked under IPC section 376 (rape) and the Protection of Children from Sexual Offences (POCSO) Act, as he had raped the woman since she was a minor.
 
 “When the girl pressed the suspect to marry her, he threatened to upload her photographs on social media,” the officer said. 
 
 Meanwhile, the police have also registered an offence against the woman’s brother for assaulting the suspect on Friday. 
 
 The man was on his way home when the brother and his accomplices attacked him with sharp weapons.
 
 
"
